Item_ID,Display_Name,Tier,Enchant,Category
T6_ARMOR_PLATE_FEY@1,Master's Duskweaver Armor,6,1,Body
T6_ARMOR_PLATE_FEY@2,Master's Duskweaver Armor,6,2,Body
T6_ARMOR_PLATE_FEY@3,Master's Duskweaver Armor,6,3,Body
T6_ARMOR_PLATE_FEY@4,Master's Duskweaver Armor,6,4,Body
T7_ARMOR_PLATE_FEY,Grandmaster's Duskweaver Armor,7,0,Body
T7_ARMOR_PLATE_FEY@1,Grandmaster's Duskweaver Armor,7,1,Body
T7_ARMOR_PLATE_FEY@2,Grandmaster's Duskweaver Armor,7,2,Body
T7_ARMOR_PLATE_FEY@3,Grandmaster's Duskweaver Armor,7,3,Body
T7_ARMOR_PLATE_FEY@4,Grandmaster's Duskweaver Armor,7,4,Body
T8_ARMOR_PLATE_FEY,Elder's Duskweaver Armor,8,0,Body
T8_ARMOR_PLATE_FEY@1,Elder's Duskweaver Armor,8,1,Body
T8_ARMOR_PLATE_FEY@2,Elder's Duskweaver Armor,8,2,Body
T8_ARMOR_PLATE_FEY@3,Elder's Duskweaver Armor,8,3,Body
T8_ARMOR_PLATE_FEY@4,Elder's Duskweaver Armor,8,4,Body
T4_SHOES_PLATE_FEY,Adept's Duskweaver Boots,4,0,Feet
T4_SHOES_PLATE_FEY@1,Adept's Duskweaver Boots,4,1,Feet
T4_SHOES_PLATE_FEY@2,Adept's Duskweaver Boots,4,2,Feet
T4_SHOES_PLATE_FEY@3,Adept's Duskweaver Boots,4,3,Feet
T4_SHOES_PLATE_FEY@4,Adept's Duskweaver Boots,4,4,Feet
T5_SHOES_PLATE_FEY,Expert's Duskweaver Boots,5,0,Feet
T5_SHOES_PLATE_FEY@1,Expert's Duskweaver Boots,5,1,Feet
T5_SHOES_PLATE_FEY@2,Expert's Duskweaver Boots,5,2,Feet
T5_SHOES_PLATE_FEY@3,Expert's Duskweaver Boots,5,3,Feet
T5_SHOES_PLATE_FEY@4,Expert's Duskweaver Boots,5,4,Feet
T6_SHOES_PLATE_FEY,Master's Duskweaver Boots,6,0,Feet
T6_SHOES_PLATE_FEY@1,Master's Duskweaver Boots,6,1,Feet
T6_SHOES_PLATE_FEY@2,Master's Duskweaver Boots,6,2,Feet
T6_SHOES_PLATE_FEY@3,Master's Duskweaver Boots,6,3,Feet
T6_SHOES_PLATE_FEY@4,Master's Duskweaver Boots,6,4,Feet
T7_SHOES_PLATE_FEY,Grandmaster's Duskweaver Boots,7,0,Feet
T7_SHOES_PLATE_FEY@1,Grandmaster's Duskweaver Boots,7,1,Feet
T7_SHOES_PLATE_FEY@2,Grandmaster's Duskweaver Boots,7,2,Feet
T7_SHOES_PLATE_FEY@3,Grandmaster's Duskweaver Boots,7,3,Feet
T7_SHOES_PLATE_FEY@4,Grandmaster's Duskweaver Boots,7,4,Feet
T8_SHOES_PLATE_FEY,Elder's Duskweaver Boots,8,0,Feet
T8_SHOES_PLATE_FEY@1,Elder's Duskweaver Boots,8,1,Feet
T8_SHOES_PLATE_FEY@2,Elder's Duskweaver Boots,8,2,Feet
T8_SHOES_PLATE_FEY@3,Elder's Duskweaver Boots,8,3,Feet
T8_SHOES_PLATE_FEY@4,Elder's Duskweaver Boots,8,4,Feet
T4_HEAD_PLATE_AVALON,Adept's Helmet of Valor,4,0,Head
T4_HEAD_PLATE_AVALON@1,Adept's Helmet of Valor,4,1,Head
T4_HEAD_PLATE_AVALON@2,Adept's Helmet of Valor,4,2,Head
T4_HEAD_PLATE_AVALON@3,Adept's Helmet of Valor,4,3,Head
T4_HEAD_PLATE_AVALON@4,Adept's Helmet of Valor,4,4,Head
T5_HEAD_PLATE_AVALON,Expert's Helmet of Valor,5,0,Head
T5_HEAD_PLATE_AVALON@1,Expert's Helmet of Valor,5,1,Head
T5_HEAD_PLATE_AVALON@2,Expert's Helmet of Valor,5,2,Head
T5_HEAD_PLATE_AVALON@3,Expert's Helmet of Valor,5,3,Head
T5_HEAD_PLATE_AVALON@4,Expert's Helmet of Valor,5,4,Head
T6_HEAD_PLATE_AVALON,Master's Helmet of Valor,6,0,Head
T6_HEAD_PLATE_AVALON@1,Master's Helmet of Valor,6,1,Head
T6_HEAD_PLATE_AVALON@2,Master's Helmet of Valor,6,2,Head
T6_HEAD_PLATE_AVALON@3,Master's Helmet of Valor,6,3,Head
T6_HEAD_PLATE_AVALON@4,Master's Helmet of Valor,6,4,Head
T7_HEAD_PLATE_AVALON,Grandmaster's Helmet of Valor,7,0,Head
T7_HEAD_PLATE_AVALON@1,Grandmaster's Helmet of Valor,7,1,Head
T7_HEAD_PLATE_AVALON@2,Grandmaster's Helmet of Valor,7,2,Head
T7_HEAD_PLATE_AVALON@3,Grandmaster's Helmet of Valor,7,3,Head
T7_HEAD_PLATE_AVALON@4,Grandmaster's Helmet of Valor,7,4,Head
T8_HEAD_PLATE_AVALON,Elder's Helmet of Valor,8,0,Head
T8_HEAD_PLATE_AVALON@1,Elder's Helmet of Valor,8,1,Head
T8_HEAD_PLATE_AVALON@2,Elder's Helmet of Valor,8,2,Head
T8_HEAD_PLATE_AVALON@3,Elder's Helmet of Valor,8,3,Head
T8_HEAD_PLATE_AVALON@4,Elder's Helmet of Valor,8,4,Head
T4_ARMOR_PLATE_AVALON,Adept's Armor of Valor,4,0,Body
T4_ARMOR_PLATE_AVALON@1,Adept's Armor of Valor,4,1,Body
T4_ARMOR_PLATE_AVALON@2,Adept's Armor of Valor,4,2,Body
T4_ARMOR_PLATE_AVALON@3,Adept's Armor of Valor,4,3,Body
T4_ARMOR_PLATE_AVALON@4,Adept's Armor of Valor,4,4,Body
T5_ARMOR_PLATE_AVALON,Expert's Armor of Valor,5,0,Body
T5_ARMOR_PLATE_AVALON@1,Expert's Armor of Valor,5,1,Body
T5_ARMOR_PLATE_AVALON@2,Expert's Armor of Valor,5,2,Body
T5_ARMOR_PLATE_AVALON@3,Expert's Armor of Valor,5,3,Body
T5_ARMOR_PLATE_AVALON@4,Expert's Armor of Valor,5,4,Body
T6_ARMOR_PLATE_AVALON,Master's Armor of Valor,6,0,Body
T6_ARMOR_PLATE_AVALON@1,Master's Armor of Valor,6,1,Body
T6_ARMOR_PLATE_AVALON@2,Master's Armor of Valor,6,2,Body
T6_ARMOR_PLATE_AVALON@3,Master's Armor of Valor,6,3,Body
T6_ARMOR_PLATE_AVALON@4,Master's Armor of Valor,6,4,Body
T7_ARMOR_PLATE_AVALON,Grandmaster's Armor of Valor,7,0,Body
T7_ARMOR_PLATE_AVALON@1,Grandmaster's Armor of Valor,7,1,Body
T7_ARMOR_PLATE_AVALON@2,Grandmaster's Armor of Valor,7,2,Body
T7_ARMOR_PLATE_AVALON@3,Grandmaster's Armor of Valor,7,3,Body
T7_ARMOR_PLATE_AVALON@4,Grandmaster's Armor of Valor,7,4,Body
T8_ARMOR_PLATE_AVALON,Elder's Armor of Valor,8,0,Body
T8_ARMOR_PLATE_AVALON@1,Elder's Armor of Valor,8,1,Body
T8_ARMOR_PLATE_AVALON@2,Elder's Armor of Valor,8,2,Body
T8_ARMOR_PLATE_AVALON@3,Elder's Armor of Valor,8,3,Body
T8_ARMOR_PLATE_AVALON@4,Elder's Armor of Valor,8,4,Body
T4_SHOES_PLATE_AVALON,Adept's Boots of Valor,4,0,Feet
T4_SHOES_PLATE_AVALON@1,Adept's Boots of Valor,4,1,Feet
T4_SHOES_PLATE_AVALON@2,Adept's Boots of Valor,4,2,Feet
T4_SHOES_PLATE_AVALON@3,Adept's Boots of Valor,4,3,Feet
T4_SHOES_PLATE_AVALON@4,Adept's Boots of Valor,4,4,Feet
T5_SHOES_PLATE_AVALON,Expert's Boots of Valor,5,0,Feet
T5_SHOES_PLATE_AVALON@1,Expert's Boots of Valor,5,1,Feet
T5_SHOES_PLATE_AVALON@2,Expert's Boots of Valor,5,2,Feet
T5_SHOES_PLATE_AVALON@3,Expert's Boots of Valor,5,3,Feet
T5_SHOES_PLATE_AVALON@4,Expert's Boots of Valor,5,4,Feet
T6_SHOES_PLATE_AVALON,Master's Boots of Valor,6,0,Feet
T6_SHOES_PLATE_AVALON@1,Master's Boots of Valor,6,1,Feet
T6_SHOES_PLATE_AVALON@2,Master's Boots of Valor,6,2,Feet
T6_SHOES_PLATE_AVALON@3,Master's Boots of Valor,6,3,Feet
T6_SHOES_PLATE_AVALON@4,Master's Boots of Valor,6,4,Feet
T7_SHOES_PLATE_AVALON,Grandmaster's Boots of Valor,7,0,Feet
T7_SHOES_PLATE_AVALON@1,Grandmaster's Boots of Valor,7,1,Feet
T7_SHOES_PLATE_AVALON@2,Grandmaster's Boots of Valor,7,2,Feet
T7_SHOES_PLATE_AVALON@3,Grandmaster's Boots of Valor,7,3,Feet
T7_SHOES_PLATE_AVALON@4,Grandmaster's Boots of Valor,7,4,Feet
T8_SHOES_PLATE_AVALON,Elder's Boots of Valor,8,0,Feet
T8_SHOES_PLATE_AVALON@1,Elder's Boots of Valor,8,1,Feet
T8_SHOES_PLATE_AVALON@2,Elder's Boots of Valor,8,2,Feet
T8_SHOES_PLATE_AVALON@3,Elder's Boots of Valor,8,3,Feet
T8_SHOES_PLATE_AVALON@4,Elder's Boots of Valor,8,4,Feet
T4_HEAD_LEATHER_SET1,Adept's Mercenary Hood,4,0,Head
T4_HEAD_LEATHER_SET1@1,Adept's Mercenary Hood,4,1,Head
T4_HEAD_LEATHER_SET1@2,Adept's Mercenary Hood,4,2,Head
T4_HEAD_LEATHER_SET1@3,Adept's Mercenary Hood,4,3,Head
T4_HEAD_LEATHER_SET1@4,Adept's Mercenary Hood,4,4,Head
T5_HEAD_LEATHER_SET1,Expert's Mercenary Hood,5,0,Head
T5_HEAD_LEATHER_SET1@1,Expert's Mercenary Hood,5,1,Head
T5_HEAD_LEATHER_SET1@2,Expert's Mercenary Hood,5,2,Head
T5_HEAD_LEATHER_SET1@3,Expert's Mercenary Hood,5,3,Head
T5_HEAD_LEATHER_SET1@4,Expert's Mercenary Hood,5,4,Head
T6_HEAD_LEATHER_SET1,Master's Mercenary Hood,6,0,Head
T6_HEAD_LEATHER_SET1@1,Master's Mercenary Hood,6,1,Head
T6_HEAD_LEATHER_SET1@2,Master's Mercenary Hood,6,2,Head
T6_HEAD_LEATHER_SET1@3,Master's Mercenary Hood,6,3,Head
T6_HEAD_LEATHER_SET1@4,Master's Mercenary Hood,6,4,Head
T7_HEAD_LEATHER_SET1,Grandmaster's Mercenary Hood,7,0,Head
T7_HEAD_LEATHER_SET1@1,Grandmaster's Mercenary Hood,7,1,Head
T7_HEAD_LEATHER_SET1@2,Grandmaster's Mercenary Hood,7,2,Head
T7_HEAD_LEATHER_SET1@3,Grandmaster's Mercenary Hood,7,3,Head
T7_HEAD_LEATHER_SET1@4,Grandmaster's Mercenary Hood,7,4,Head
T8_HEAD_LEATHER_SET1,Elder's Mercenary Hood,8,0,Head
T8_HEAD_LEATHER_SET1@1,Elder's Mercenary Hood,8,1,Head
T8_HEAD_LEATHER_SET1@2,Elder's Mercenary Hood,8,2,Head
T8_HEAD_LEATHER_SET1@3,Elder's Mercenary Hood,8,3,Head
T8_HEAD_LEATHER_SET1@4,Elder's Mercenary Hood,8,4,Head
T4_ARMOR_LEATHER_SET1,Adept's Mercenary Jacket,4,0,Body
T4_ARMOR_LEATHER_SET1@1,Adept's Mercenary Jacket,4,1,Body
T4_ARMOR_LEATHER_SET1@2,Adept's Mercenary Jacket,4,2,Body
T4_ARMOR_LEATHER_SET1@3,Adept's Mercenary Jacket,4,3,Body
T4_ARMOR_LEATHER_SET1@4,Adept's Mercenary Jacket,4,4,Body
T5_ARMOR_LEATHER_SET1,Expert's Mercenary Jacket,5,0,Body
T5_ARMOR_LEATHER_SET1@1,Expert's Mercenary Jacket,5,1,Body
T5_ARMOR_LEATHER_SET1@2,Expert's Mercenary Jacket,5,2,Body
T5_ARMOR_LEATHER_SET1@3,Expert's Mercenary Jacket,5,3,Body
T5_ARMOR_LEATHER_SET1@4,Expert's Mercenary Jacket,5,4,Body
T6_ARMOR_LEATHER_SET1,Master's Mercenary Jacket,6,0,Body
T6_ARMOR_LEATHER_SET1@1,Master's Mercenary Jacket,6,1,Body
T6_ARMOR_LEATHER_SET1@2,Master's Mercenary Jacket,6,2,Body
T6_ARMOR_LEATHER_SET1@3,Master's Mercenary Jacket,6,3,Body
T6_ARMOR_LEATHER_SET1@4,Master's Mercenary Jacket,6,4,Body
T7_ARMOR_LEATHER_SET1,Grandmaster's Mercenary Jacket,7,0,Body
T7_ARMOR_LEATHER_SET1@1,Grandmaster's Mercenary Jacket,7,1,Body
T7_ARMOR_LEATHER_SET1@2,Grandmaster's Mercenary Jacket,7,2,Body
T7_ARMOR_LEATHER_SET1@3,Grandmaster's Mercenary Jacket,7,3,Body
T7_ARMOR_LEATHER_SET1@4,Grandmaster's Mercenary Jacket,7,4,Body
T8_ARMOR_LEATHER_SET1,Elder's Mercenary Jacket,8,0,Body
T8_ARMOR_LEATHER_SET1@1,Elder's Mercenary Jacket,8,1,Body
T8_ARMOR_LEATHER_SET1@2,Elder's Mercenary Jacket,8,2,Body
T8_ARMOR_LEATHER_SET1@3,Elder's Mercenary Jacket,8,3,Body
T8_ARMOR_LEATHER_SET1@4,Elder's Mercenary Jacket,8,4,Body
T4_SHOES_LEATHER_SET1,Adept's Mercenary Shoes,4,0,Feet
T4_SHOES_LEATHER_SET1@1,Adept's Mercenary Shoes,4,1,Feet
T4_SHOES_LEATHER_SET1@2,Adept's Mercenary Shoes,4,2,Feet
T4_SHOES_LEATHER_SET1@3,Adept's Mercenary Shoes,4,3,Feet
T4_SHOES_LEATHER_SET1@4,Adept's Mercenary Shoes,4,4,Feet
T5_SHOES_LEATHER_SET1,Expert's Mercenary Shoes,5,0,Feet
T5_SHOES_LEATHER_SET1@1,Expert's Mercenary Shoes,5,1,Feet
T5_SHOES_LEATHER_SET1@2,Expert's Mercenary Shoes,5,2,Feet
T5_SHOES_LEATHER_SET1@3,Expert's Mercenary Shoes,5,3,Feet
T5_SHOES_LEATHER_SET1@4,Expert's Mercenary Shoes,5,4,Feet
T6_SHOES_LEATHER_SET1,Master's Mercenary Shoes,6,0,Feet
T6_SHOES_LEATHER_SET1@1,Master's Mercenary Shoes,6,1,Feet
T6_SHOES_LEATHER_SET1@2,Master's Mercenary Shoes,6,2,Feet
T6_SHOES_LEATHER_SET1@3,Master's Mercenary Shoes,6,3,Feet
T6_SHOES_LEATHER_SET1@4,Master's Mercenary Shoes,6,4,Feet
T7_SHOES_LEATHER_SET1,Grandmaster's Mercenary Shoes,7,0,Feet
T7_SHOES_LEATHER_SET1@1,Grandmaster's Mercenary Shoes,7,1,Feet
T7_SHOES_LEATHER_SET1@2,Grandmaster's Mercenary Shoes,7,2,Feet
T7_SHOES_LEATHER_SET1@3,Grandmaster's Mercenary Shoes,7,3,Feet
T7_SHOES_LEATHER_SET1@4,Grandmaster's Mercenary Shoes,7,4,Feet
T8_SHOES_LEATHER_SET1,Elder's Mercenary Shoes,8,0,Feet
T8_SHOES_LEATHER_SET1@1,Elder's Mercenary Shoes,8,1,Feet
T8_SHOES_LEATHER_SET1@2,Elder's Mercenary Shoes,8,2,Feet
T8_SHOES_LEATHER_SET1@3,Elder's Mercenary Shoes,8,3,Feet
T8_SHOES_LEATHER_SET1@4,Elder's Mercenary Shoes,8,4,Feet
T4_HEAD_LEATHER_SET2,Adept's Hunter Hood,4,0,Head
T4_HEAD_LEATHER_SET2@1,Adept's Hunter Hood,4,1,Head
T4_HEAD_LEATHER_SET2@2,Adept's Hunter Hood,4,2,Head
T4_HEAD_LEATHER_SET2@3,Adept's Hunter Hood,4,3,Head
T4_HEAD_LEATHER_SET2@4,Adept's Hunter Hood,4,4,Head
T5_HEAD_LEATHER_SET2,Expert's Hunter Hood,5,0,Head
T5_HEAD_LEATHER_SET2@1,Expert's Hunter Hood,5,1,Head
T5_HEAD_LEATHER_SET2@2,Expert's Hunter Hood,5,2,Head
T5_HEAD_LEATHER_SET2@3,Expert's Hunter Hood,5,3,Head
T5_HEAD_LEATHER_SET2@4,Expert's Hunter Hood,5,4,Head
T6_HEAD_LEATHER_SET2,Master's Hunter Hood,6,0,Head
T6_HEAD_LEATHER_SET2@1,Master's Hunter Hood,6,1,Head
T6_HEAD_LEATHER_SET2@2,Master's Hunter Hood,6,2,Head
T6_HEAD_LEATHER_SET2@3,Master's Hunter Hood,6,3,Head
T6_HEAD_LEATHER_SET2@4,Master's Hunter Hood,6,4,Head
T7_HEAD_LEATHER_SET2,Grandmaster's Hunter Hood,7,0,Head
T7_HEAD_LEATHER_SET2@1,Grandmaster's Hunter Hood,7,1,Head
T7_HEAD_LEATHER_SET2@2,Grandmaster's Hunter Hood,7,2,Head
T7_HEAD_LEATHER_SET2@3,Grandmaster's Hunter Hood,7,3,Head
T7_HEAD_LEATHER_SET2@4,Grandmaster's Hunter Hood,7,4,Head
T8_HEAD_LEATHER_SET2,Elder's Hunter Hood,8,0,Head
T8_HEAD_LEATHER_SET2@1,Elder's Hunter Hood,8,1,Head
T8_HEAD_LEATHER_SET2@2,Elder's Hunter Hood,8,2,Head
T8_HEAD_LEATHER_SET2@3,Elder's Hunter Hood,8,3,Head
T8_HEAD_LEATHER_SET2@4,Elder's Hunter Hood,8,4,Head
T4_ARMOR_LEATHER_SET2,Adept's Hunter Jacket,4,0,Body
T4_ARMOR_LEATHER_SET2@1,Adept's Hunter Jacket,4,1,Body
T4_ARMOR_LEATHER_SET2@2,Adept's Hunter Jacket,4,2,Body
T4_ARMOR_LEATHER_SET2@3,Adept's Hunter Jacket,4,3,Body
T4_ARMOR_LEATHER_SET2@4,Adept's Hunter Jacket,4,4,Body
T5_ARMOR_LEATHER_SET2,Expert's Hunter Jacket,5,0,Body
T5_ARMOR_LEATHER_SET2@1,Expert's Hunter Jacket,5,1,Body
T5_ARMOR_LEATHER_SET2@2,Expert's Hunter Jacket,5,2,Body
T5_ARMOR_LEATHER_SET2@3,Expert's Hunter Jacket,5,3,Body
T5_ARMOR_LEATHER_SET2@4,Expert's Hunter Jacket,5,4,Body
T6_ARMOR_LEATHER_SET2,Master's Hunter Jacket,6,0,Body
T6_ARMOR_LEATHER_SET2@1,Master's Hunter Jacket,6,1,Body
T6_ARMOR_LEATHER_SET2@2,Master's Hunter Jacket,6,2,Body
T6_ARMOR_LEATHER_SET2@3,Master's Hunter Jacket,6,3,Body
T6_ARMOR_LEATHER_SET2@4,Master's Hunter Jacket,6,4,Body
T7_ARMOR_LEATHER_SET2,Grandmaster's Hunter Jacket,7,0,Body
T7_ARMOR_LEATHER_SET2@1,Grandmaster's Hunter Jacket,7,1,Body
T7_ARMOR_LEATHER_SET2@2,Grandmaster's Hunter Jacket,7,2,Body
T7_ARMOR_LEATHER_SET2@3,Grandmaster's Hunter Jacket,7,3,Body
T7_ARMOR_LEATHER_SET2@4,Grandmaster's Hunter Jacket,7,4,Body
T8_ARMOR_LEATHER_SET2,Elder's Hunter Jacket,8,0,Body
T8_ARMOR_LEATHER_SET2@1,Elder's Hunter Jacket,8,1,Body
T8_ARMOR_LEATHER_SET2@2,Elder's Hunter Jacket,8,2,Body
T8_ARMOR_LEATHER_SET2@3,Elder's Hunter Jacket,8,3,Body
T8_ARMOR_LEATHER_SET2@4,Elder's Hunter Jacket,8,4,Body
T4_SHOES_LEATHER_SET2,Adept's Hunter Shoes,4,0,Feet
T4_SHOES_LEATHER_SET2@1,Adept's Hunter Shoes,4,1,Feet
T4_SHOES_LEATHER_SET2@2,Adept's Hunter Shoes,4,2,Feet
T4_SHOES_LEATHER_SET2@3,Adept's Hunter Shoes,4,3,Feet
T4_SHOES_LEATHER_SET2@4,Adept's Hunter Shoes,4,4,Feet
T5_SHOES_LEATHER_SET2,Expert's Hunter Shoes,5,0,Feet
T5_SHOES_LEATHER_SET2@1,Expert's Hunter Shoes,5,1,Feet
T5_SHOES_LEATHER_SET2@2,Expert's Hunter Shoes,5,2,Feet
T5_SHOES_LEATHER_SET2@3,Expert's Hunter Shoes,5,3,Feet
T5_SHOES_LEATHER_SET2@4,Expert's Hunter Shoes,5,4,Feet
T6_SHOES_LEATHER_SET2,Master's Hunter Shoes,6,0,Feet
T6_SHOES_LEATHER_SET2@1,Master's Hunter Shoes,6,1,Feet
T6_SHOES_LEATHER_SET2@2,Master's Hunter Shoes,6,2,Feet
T6_SHOES_LEATHER_SET2@3,Master's Hunter Shoes,6,3,Feet
T6_SHOES_LEATHER_SET2@4,Master's Hunter Shoes,6,4,Feet
T7_SHOES_LEATHER_SET2,Grandmaster's Hunter Shoes,7,0,Feet
T7_SHOES_LEATHER_SET2@1,Grandmaster's Hunter Shoes,7,1,Feet
T7_SHOES_LEATHER_SET2@2,Grandmaster's Hunter Shoes,7,2,Feet
T7_SHOES_LEATHER_SET2@3,Grandmaster's Hunter Shoes,7,3,Feet
T7_SHOES_LEATHER_SET2@4,Grandmaster's Hunter Shoes,7,4,Feet
T8_SHOES_LEATHER_SET2,Elder's Hunter Shoes,8,0,Feet
T8_SHOES_LEATHER_SET2@1,Elder's Hunter Shoes,8,1,Feet
T8_SHOES_LEATHER_SET2@2,Elder's Hunter Shoes,8,2,Feet
T8_SHOES_LEATHER_SET2@3,Elder's Hunter Shoes,8,3,Feet
T8_SHOES_LEATHER_SET2@4,Elder's Hunter Shoes,8,4,Feet
T4_HEAD_LEATHER_SET3,Adept's Assassin Hood,4,0,Head
T4_HEAD_LEATHER_SET3@1,Adept's Assassin Hood,4,1,Head
T4_HEAD_LEATHER_SET3@2,Adept's Assassin Hood,4,2,Head
T4_HEAD_LEATHER_SET3@3,Adept's Assassin Hood,4,3,Head
T4_HEAD_LEATHER_SET3@4,Adept's Assassin Hood,4,4,Head
T5_HEAD_LEATHER_SET3,Expert's Assassin Hood,5,0,Head
T5_HEAD_LEATHER_SET3@1,Expert's Assassin Hood,5,1,Head
T5_HEAD_LEATHER_SET3@2,Expert's Assassin Hood,5,2,Head
T5_HEAD_LEATHER_SET3@3,Expert's Assassin Hood,5,3,Head
T5_HEAD_LEATHER_SET3@4,Expert's Assassin Hood,5,4,Head
T6_HEAD_LEATHER_SET3,Master's Assassin Hood,6,0,Head
T6_HEAD_LEATHER_SET3@1,Master's Assassin Hood,6,1,Head
T6_HEAD_LEATHER_SET3@2,Master's Assassin Hood,6,2,Head
T6_HEAD_LEATHER_SET3@3,Master's Assassin Hood,6,3,Head
T6_HEAD_LEATHER_SET3@4,Master's Assassin Hood,6,4,Head
T7_HEAD_LEATHER_SET3,Grandmaster's Assassin Hood,7,0,Head
T7_HEAD_LEATHER_SET3@1,Grandmaster's Assassin Hood,7,1,Head
T7_HEAD_LEATHER_SET3@2,Grandmaster's Assassin Hood,7,2,Head
T7_HEAD_LEATHER_SET3@3,Grandmaster's Assassin Hood,7,3,Head
T7_HEAD_LEATHER_SET3@4,Grandmaster's Assassin Hood,7,4,Head
T8_HEAD_LEATHER_SET3,Elder's Assassin Hood,8,0,Head
T8_HEAD_LEATHER_SET3@1,Elder's Assassin Hood,8,1,Head
T8_HEAD_LEATHER_SET3@2,Elder's Assassin Hood,8,2,Head
T8_HEAD_LEATHER_SET3@3,Elder's Assassin Hood,8,3,Head
T8_HEAD_LEATHER_SET3@4,Elder's Assassin Hood,8,4,Head
T4_ARMOR_LEATHER_SET3,Adept's Assassin Jacket,4,0,Body
T4_ARMOR_LEATHER_SET3@1,Adept's Assassin Jacket,4,1,Body
T4_ARMOR_LEATHER_SET3@2,Adept's Assassin Jacket,4,2,Body
T4_ARMOR_LEATHER_SET3@3,Adept's Assassin Jacket,4,3,Body
T4_ARMOR_LEATHER_SET3@4,Adept's Assassin Jacket,4,4,Body
T5_ARMOR_LEATHER_SET3,Expert's Assassin Jacket,5,0,Body
T5_ARMOR_LEATHER_SET3@1,Expert's Assassin Jacket,5,1,Body
T5_ARMOR_LEATHER_SET3@2,Expert's Assassin Jacket,5,2,Body
T5_ARMOR_LEATHER_SET3@3,Expert's Assassin Jacket,5,3,Body
T5_ARMOR_LEATHER_SET3@4,Expert's Assassin Jacket,5,4,Body
T6_ARMOR_LEATHER_SET3,Master's Assassin Jacket,6,0,Body
T6_ARMOR_LEATHER_SET3@1,Master's Assassin Jacket,6,1,Body
T6_ARMOR_LEATHER_SET3@2,Master's Assassin Jacket,6,2,Body
T6_ARMOR_LEATHER_SET3@3,Master's Assassin Jacket,6,3,Body
T6_ARMOR_LEATHER_SET3@4,Master's Assassin Jacket,6,4,Body
T7_ARMOR_LEATHER_SET3,Grandmaster's Assassin Jacket,7,0,Body
T7_ARMOR_LEATHER_SET3@1,Grandmaster's Assassin Jacket,7,1,Body
T7_ARMOR_LEATHER_SET3@2,Grandmaster's Assassin Jacket,7,2,Body
T7_ARMOR_LEATHER_SET3@3,Grandmaster's Assassin Jacket,7,3,Body
T7_ARMOR_LEATHER_SET3@4,Grandmaster's Assassin Jacket,7,4,Body
T8_ARMOR_LEATHER_SET3,Elder's Assassin Jacket,8,0,Body
T8_ARMOR_LEATHER_SET3@1,Elder's Assassin Jacket,8,1,Body
T8_ARMOR_LEATHER_SET3@2,Elder's Assassin Jacket,8,2,Body
T8_ARMOR_LEATHER_SET3@3,Elder's Assassin Jacket,8,3,Body
T8_ARMOR_LEATHER_SET3@4,Elder's Assassin Jacket,8,4,Body
T4_SHOES_LEATHER_SET3,Adept's Assassin Shoes,4,0,Feet
T4_SHOES_LEATHER_SET3@1,Adept's Assassin Shoes,4,1,Feet
T4_SHOES_LEATHER_SET3@2,Adept's Assassin Shoes,4,2,Feet
T4_SHOES_LEATHER_SET3@3,Adept's Assassin Shoes,4,3,Feet
T4_SHOES_LEATHER_SET3@4,Adept's Assassin Shoes,4,4,Feet
T5_SHOES_LEATHER_SET3,Expert's Assassin Shoes,5,0,Feet
T5_SHOES_LEATHER_SET3@1,Expert's Assassin Shoes,5,1,Feet
T5_SHOES_LEATHER_SET3@2,Expert's Assassin Shoes,5,2,Feet
T5_SHOES_LEATHER_SET3@3,Expert's Assassin Shoes,5,3,Feet
T5_SHOES_LEATHER_SET3@4,Expert's Assassin Shoes,5,4,Feet
T6_SHOES_LEATHER_SET3,Master's Assassin Shoes,6,0,Feet
T6_SHOES_LEATHER_SET3@1,Master's Assassin Shoes,6,1,Feet
T6_SHOES_LEATHER_SET3@2,Master's Assassin Shoes,6,2,Feet
T6_SHOES_LEATHER_SET3@3,Master's Assassin Shoes,6,3,Feet
T6_SHOES_LEATHER_SET3@4,Master's Assassin Shoes,6,4,Feet
T7_SHOES_LEATHER_SET3,Grandmaster's Assassin Shoes,7,0,Feet
T7_SHOES_LEATHER_SET3@1,Grandmaster's Assassin Shoes,7,1,Feet
T7_SHOES_LEATHER_SET3@2,Grandmaster's Assassin Shoes,7,2,Feet
T7_SHOES_LEATHER_SET3@3,Grandmaster's Assassin Shoes,7,3,Feet
T7_SHOES_LEATHER_SET3@4,Grandmaster's Assassin Shoes,7,4,Feet
T8_SHOES_LEATHER_SET3,Elder's Assassin Shoes,8,0,Feet
T8_SHOES_LEATHER_SET3@1,Elder's Assassin Shoes,8,1,Feet
T8_SHOES_LEATHER_SET3@2,Elder's Assassin Shoes,8,2,Feet
T8_SHOES_LEATHER_SET3@3,Elder's Assassin Shoes,8,3,Feet
T8_SHOES_LEATHER_SET3@4,Elder's Assassin Shoes,8,4,Feet
T4_HEAD_LEATHER_MORGANA,Adept's Stalker Hood,4,0,Head
T4_HEAD_LEATHER_MORGANA@1,Adept's Stalker Hood,4,1,Head
T4_HEAD_LEATHER_MORGANA@2,Adept's Stalker Hood,4,2,Head
T4_HEAD_LEATHER_MORGANA@3,Adept's Stalker Hood,4,3,Head
T4_HEAD_LEATHER_MORGANA@4,Adept's Stalker Hood,4,4,Head
