Item_ID,Material_1,Mat1_Qty,Material_2,Mat2_Qty,Material_3,Mat3_Qty,Material_4,Mat4_Qty,Crafting_Fee,Focus_Cost
T7_SHOES_PLATE_UNDEAD,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,2298
T8_SHOES_PLATE_UNDEAD,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,4021
T4_HEAD_PLATE_HELL,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,429
T5_HEAD_PLATE_HELL,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,750
T6_HEAD_PLATE_HELL,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,1313
T7_HEAD_PLATE_HELL,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,2298
T8_HEAD_PLATE_HELL,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,4021
T4_ARMOR_PLATE_HELL,T4_METALBAR,16,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,858
T5_ARMOR_PLATE_HELL,T5_METALBAR,16,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,1501
T6_ARMOR_PLATE_HELL,T6_METALBAR,16,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,2626
T7_ARMOR_PLATE_HELL,T7_METALBAR,16,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,4596
T8_ARMOR_PLATE_HELL,T8_METALBAR,16,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,8042
T4_SHOES_PLATE_HELL,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,429
T5_SHOES_PLATE_HELL,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,750
T6_SHOES_PLATE_HELL,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,1313
T7_SHOES_PLATE_HELL,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,2298
T8_SHOES_PLATE_HELL,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,4021
T4_HEAD_PLATE_KEEPER,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,429
T5_HEAD_PLATE_KEEPER,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,750
T6_HEAD_PLATE_KEEPER,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,1313
T7_HEAD_PLATE_KEEPER,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,2298
T8_HEAD_PLATE_KEEPER,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,4021
T4_ARMOR_PLATE_KEEPER,T4_METALBAR,16,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,858
T5_ARMOR_PLATE_KEEPER,T5_METALBAR,16,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,1501
T6_ARMOR_PLATE_KEEPER,T6_METALBAR,16,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,2626
T7_ARMOR_PLATE_KEEPER,T7_METALBAR,16,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,4596
T8_ARMOR_PLATE_KEEPER,T8_METALBAR,16,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,8042
T4_SHOES_PLATE_KEEPER,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,429
T5_SHOES_PLATE_KEEPER,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,750
T6_SHOES_PLATE_KEEPER,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,1313
T7_SHOES_PLATE_KEEPER,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,2298
T8_SHOES_PLATE_KEEPER,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,4021
T4_HEAD_PLATE_FEY,T4_METALBAR,8,T4_ARTEFACT_HEAD_PLATE_FEY,1,,0,,0,100,429
T5_HEAD_PLATE_FEY,T5_METALBAR,8,T5_ARTEFACT_HEAD_PLATE_FEY,1,,0,,0,200,750
T6_HEAD_PLATE_FEY,T6_METALBAR,8,T6_ARTEFACT_HEAD_PLATE_FEY,1,,0,,0,400,1313
T7_HEAD_PLATE_FEY,T7_METALBAR,8,T7_ARTEFACT_HEAD_PLATE_FEY,1,,0,,0,800,2298
T8_HEAD_PLATE_FEY,T8_METALBAR,8,T8_ARTEFACT_HEAD_PLATE_FEY,1,,0,,0,1600,4021
T4_ARMOR_PLATE_FEY,T4_METALBAR,16,T4_ARTEFACT_ARMOR_PLATE_FEY,1,,0,,0,100,858
T5_ARMOR_PLATE_FEY,T5_METALBAR,16,T5_ARTEFACT_ARMOR_PLATE_FEY,1,,0,,0,200,1501
T6_ARMOR_PLATE_FEY,T6_METALBAR,16,T6_ARTEFACT_ARMOR_PLATE_FEY,1,,0,,0,400,2626
T7_ARMOR_PLATE_FEY,T7_METALBAR,16,T7_ARTEFACT_ARMOR_PLATE_FEY,1,,0,,0,800,4596
T8_ARMOR_PLATE_FEY,T8_METALBAR,16,T8_ARTEFACT_ARMOR_PLATE_FEY,1,,0,,0,1600,8042
T4_SHOES_PLATE_FEY,T4_METALBAR,8,T4_ARTEFACT_SHOES_PLATE_FEY,1,,0,,0,100,429
T5_SHOES_PLATE_FEY,T5_METALBAR,8,T5_ARTEFACT_SHOES_PLATE_FEY,1,,0,,0,200,750
T6_SHOES_PLATE_FEY,T6_METALBAR,8,T6_ARTEFACT_SHOES_PLATE_FEY,1,,0,,0,400,1313
T7_SHOES_PLATE_FEY,T7_METALBAR,8,T7_ARTEFACT_SHOES_PLATE_FEY,1,,0,,0,800,2298
T8_SHOES_PLATE_FEY,T8_METALBAR,8,T8_ARTEFACT_SHOES_PLATE_FEY,1,,0,,0,1600,4021
T4_HEAD_PLATE_AVALON,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,429
T5_HEAD_PLATE_AVALON,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,750
T6_HEAD_PLATE_AVALON,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,1313
T7_HEAD_PLATE_AVALON,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,2298
T8_HEAD_PLATE_AVALON,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,4021
T4_ARMOR_PLATE_AVALON,T4_METALBAR,16,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,858
T5_ARMOR_PLATE_AVALON,T5_METALBAR,16,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,1501
T6_ARMOR_PLATE_AVALON,T6_METALBAR,16,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,2626
T7_ARMOR_PLATE_AVALON,T7_METALBAR,16,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,4596
T8_ARMOR_PLATE_AVALON,T8_METALBAR,16,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,8042
T4_SHOES_PLATE_AVALON,T4_METALBAR,8,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,429
T5_SHOES_PLATE_AVALON,T5_METALBAR,8,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,750
T6_SHOES_PLATE_AVALON,T6_METALBAR,8,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,1313
T7_SHOES_PLATE_AVALON,T7_METALBAR,8,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,2298
T8_SHOES_PLATE_AVALON,T8_METALBAR,8,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,4021
T4_HEAD_LEATHER_SET1,T4_LEATHER,8,,0,,0,,0,100,429
T5_HEAD_LEATHER_SET1,T5_LEATHER,8,,0,,0,,0,200,750
T6_HEAD_LEATHER_SET1,T6_LEATHER,8,,0,,0,,0,400,1313
T7_HEAD_LEATHER_SET1,T7_LEATHER,8,,0,,0,,0,800,2298
T8_HEAD_LEATHER_SET1,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_ARMOR_LEATHER_SET1,T4_LEATHER,16,,0,,0,,0,100,858
T5_ARMOR_LEATHER_SET1,T5_LEATHER,16,,0,,0,,0,200,1501
T6_ARMOR_LEATHER_SET1,T6_LEATHER,16,,0,,0,,0,400,2626
T7_ARMOR_LEATHER_SET1,T7_LEATHER,16,,0,,0,,0,800,4596
T8_ARMOR_LEATHER_SET1,T8_LEATHER,16,,0,,0,,0,1600,8042
T4_SHOES_LEATHER_SET1,T4_LEATHER,8,,0,,0,,0,100,429
T5_SHOES_LEATHER_SET1,T5_LEATHER,8,,0,,0,,0,200,750
T6_SHOES_LEATHER_SET1,T6_LEATHER,8,,0,,0,,0,400,1313
T7_SHOES_LEATHER_SET1,T7_LEATHER,8,,0,,0,,0,800,2298
T8_SHOES_LEATHER_SET1,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_HEAD_LEATHER_SET2,T4_LEATHER,8,,0,,0,,0,100,429
T5_HEAD_LEATHER_SET2,T5_LEATHER,8,,0,,0,,0,200,750
T6_HEAD_LEATHER_SET2,T6_LEATHER,8,,0,,0,,0,400,1313
T7_HEAD_LEATHER_SET2,T7_LEATHER,8,,0,,0,,0,800,2298
T8_HEAD_LEATHER_SET2,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_ARMOR_LEATHER_SET2,T4_LEATHER,16,,0,,0,,0,100,858
T5_ARMOR_LEATHER_SET2,T5_LEATHER,16,,0,,0,,0,200,1501
T6_ARMOR_LEATHER_SET2,T6_LEATHER,16,,0,,0,,0,400,2626
T7_ARMOR_LEATHER_SET2,T7_LEATHER,16,,0,,0,,0,800,4596
T8_ARMOR_LEATHER_SET2,T8_LEATHER,16,,0,,0,,0,1600,8042
T4_SHOES_LEATHER_SET2,T4_LEATHER,8,,0,,0,,0,100,429
T5_SHOES_LEATHER_SET2,T5_LEATHER,8,,0,,0,,0,200,750
T6_SHOES_LEATHER_SET2,T6_LEATHER,8,,0,,0,,0,400,1313
T7_SHOES_LEATHER_SET2,T7_LEATHER,8,,0,,0,,0,800,2298
T8_SHOES_LEATHER_SET2,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_HEAD_LEATHER_SET3,T4_LEATHER,8,,0,,0,,0,100,429
T5_HEAD_LEATHER_SET3,T5_LEATHER,8,,0,,0,,0,200,750
T6_HEAD_LEATHER_SET3,T6_LEATHER,8,,0,,0,,0,400,1313
T7_HEAD_LEATHER_SET3,T7_LEATHER,8,,0,,0,,0,800,2298
T8_HEAD_LEATHER_SET3,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_ARMOR_LEATHER_SET3,T4_LEATHER,16,,0,,0,,0,100,858
T5_ARMOR_LEATHER_SET3,T5_LEATHER,16,,0,,0,,0,200,1501
T6_ARMOR_LEATHER_SET3,T6_LEATHER,16,,0,,0,,0,400,2626
T7_ARMOR_LEATHER_SET3,T7_LEATHER,16,,0,,0,,0,800,4596
T8_ARMOR_LEATHER_SET3,T8_LEATHER,16,,0,,0,,0,1600,8042
T4_SHOES_LEATHER_SET3,T4_LEATHER,8,,0,,0,,0,100,429
T5_SHOES_LEATHER_SET3,T5_LEATHER,8,,0,,0,,0,200,750
T6_SHOES_LEATHER_SET3,T6_LEATHER,8,,0,,0,,0,400,1313
T7_SHOES_LEATHER_SET3,T7_LEATHER,8,,0,,0,,0,800,2298
T8_SHOES_LEATHER_SET3,T8_LEATHER,8,,0,,0,,0,1600,4021
T4_HEAD_LEATHER_MORGANA,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,429
T5_HEAD_LEATHER_MORGANA,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,750
T6_HEAD_LEATHER_MORGANA,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,1313
T7_HEAD_LEATHER_MORGANA,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,2298
T8_HEAD_LEATHER_MORGANA,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,4021
T4_ARMOR_LEATHER_MORGANA,T4_LEATHER,16,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,858
T5_ARMOR_LEATHER_MORGANA,T5_LEATHER,16,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,1501
T6_ARMOR_LEATHER_MORGANA,T6_LEATHER,16,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,2626
T7_ARMOR_LEATHER_MORGANA,T7_LEATHER,16,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,4596
T8_ARMOR_LEATHER_MORGANA,T8_LEATHER,16,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,8042
T4_SHOES_LEATHER_MORGANA,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,429
T5_SHOES_LEATHER_MORGANA,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,750
T6_SHOES_LEATHER_MORGANA,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,1313
T7_SHOES_LEATHER_MORGANA,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,2298
T8_SHOES_LEATHER_MORGANA,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,4021
T4_HEAD_LEATHER_HELL,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,429
T5_HEAD_LEATHER_HELL,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,750
T6_HEAD_LEATHER_HELL,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,1313
T7_HEAD_LEATHER_HELL,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,2298
T8_HEAD_LEATHER_HELL,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,4021
T4_ARMOR_LEATHER_HELL,T4_LEATHER,16,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,858
T5_ARMOR_LEATHER_HELL,T5_LEATHER,16,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,1501
T6_ARMOR_LEATHER_HELL,T6_LEATHER,16,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,2626
T7_ARMOR_LEATHER_HELL,T7_LEATHER,16,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,4596
T8_ARMOR_LEATHER_HELL,T8_LEATHER,16,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,8042
T4_SHOES_LEATHER_HELL,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,100,429
T5_SHOES_LEATHER_HELL,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,200,750
T6_SHOES_LEATHER_HELL,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,400,1313
T7_SHOES_LEATHER_HELL,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,800,2298
T8_SHOES_LEATHER_HELL,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_2,1,,0,,0,1600,4021
T4_HEAD_LEATHER_UNDEAD,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,429
T5_HEAD_LEATHER_UNDEAD,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,750
T6_HEAD_LEATHER_UNDEAD,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,1313
T7_HEAD_LEATHER_UNDEAD,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,2298
T8_HEAD_LEATHER_UNDEAD,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,4021
T4_ARMOR_LEATHER_UNDEAD,T4_LEATHER,16,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,858
T5_ARMOR_LEATHER_UNDEAD,T5_LEATHER,16,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,1501
T6_ARMOR_LEATHER_UNDEAD,T6_LEATHER,16,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,2626
T7_ARMOR_LEATHER_UNDEAD,T7_LEATHER,16,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,4596
T8_ARMOR_LEATHER_UNDEAD,T8_LEATHER,16,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,8042
T4_SHOES_LEATHER_UNDEAD,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,100,429
T5_SHOES_LEATHER_UNDEAD,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,200,750
T6_SHOES_LEATHER_UNDEAD,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,400,1313
T7_SHOES_LEATHER_UNDEAD,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,800,2298
T8_SHOES_LEATHER_UNDEAD,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_3,1,,0,,0,1600,4021
T4_HEAD_LEATHER_FEY,T4_LEATHER,8,T4_ARTEFACT_HEAD_LEATHER_FEY,1,,0,,0,100,429
T5_HEAD_LEATHER_FEY,T5_LEATHER,8,T5_ARTEFACT_HEAD_LEATHER_FEY,1,,0,,0,200,750
T6_HEAD_LEATHER_FEY,T6_LEATHER,8,T6_ARTEFACT_HEAD_LEATHER_FEY,1,,0,,0,400,1313
T7_HEAD_LEATHER_FEY,T7_LEATHER,8,T7_ARTEFACT_HEAD_LEATHER_FEY,1,,0,,0,800,2298
T8_HEAD_LEATHER_FEY,T8_LEATHER,8,T8_ARTEFACT_HEAD_LEATHER_FEY,1,,0,,0,1600,4021
T4_ARMOR_LEATHER_FEY,T4_LEATHER,16,T4_ARTEFACT_ARMOR_LEATHER_FEY,1,,0,,0,100,858
T5_ARMOR_LEATHER_FEY,T5_LEATHER,16,T5_ARTEFACT_ARMOR_LEATHER_FEY,1,,0,,0,200,1501
T6_ARMOR_LEATHER_FEY,T6_LEATHER,16,T6_ARTEFACT_ARMOR_LEATHER_FEY,1,,0,,0,400,2626
T7_ARMOR_LEATHER_FEY,T7_LEATHER,16,T7_ARTEFACT_ARMOR_LEATHER_FEY,1,,0,,0,800,4596
T8_ARMOR_LEATHER_FEY,T8_LEATHER,16,T8_ARTEFACT_ARMOR_LEATHER_FEY,1,,0,,0,1600,8042
T4_SHOES_LEATHER_FEY,T4_LEATHER,8,T4_ARTEFACT_SHOES_LEATHER_FEY,1,,0,,0,100,429
T5_SHOES_LEATHER_FEY,T5_LEATHER,8,T5_ARTEFACT_SHOES_LEATHER_FEY,1,,0,,0,200,750
T6_SHOES_LEATHER_FEY,T6_LEATHER,8,T6_ARTEFACT_SHOES_LEATHER_FEY,1,,0,,0,400,1313
T7_SHOES_LEATHER_FEY,T7_LEATHER,8,T7_ARTEFACT_SHOES_LEATHER_FEY,1,,0,,0,800,2298
T8_SHOES_LEATHER_FEY,T8_LEATHER,8,T8_ARTEFACT_SHOES_LEATHER_FEY,1,,0,,0,1600,4021
T4_HEAD_LEATHER_AVALON,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,429
T5_HEAD_LEATHER_AVALON,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,750
T6_HEAD_LEATHER_AVALON,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,1313
T7_HEAD_LEATHER_AVALON,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,2298
T8_HEAD_LEATHER_AVALON,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,4021
T4_ARMOR_LEATHER_AVALON,T4_LEATHER,16,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,858
T5_ARMOR_LEATHER_AVALON,T5_LEATHER,16,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,1501
T6_ARMOR_LEATHER_AVALON,T6_LEATHER,16,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,2626
T7_ARMOR_LEATHER_AVALON,T7_LEATHER,16,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,4596
T8_ARMOR_LEATHER_AVALON,T8_LEATHER,16,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,8042
T4_SHOES_LEATHER_AVALON,T4_LEATHER,8,T4_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,100,429
T5_SHOES_LEATHER_AVALON,T5_LEATHER,8,T5_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,200,750
T6_SHOES_LEATHER_AVALON,T6_LEATHER,8,T6_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,400,1313
T7_SHOES_LEATHER_AVALON,T7_LEATHER,8,T7_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,800,2298
T8_SHOES_LEATHER_AVALON,T8_LEATHER,8,T8_ARTEFACT_TOKEN_FAVOR_4,1,,0,,0,1600,4021
T4_HEAD_CLOTH_SET1,T4_CLOTH,8,,0,,0,,0,100,429
T5_HEAD_CLOTH_SET1,T5_CLOTH,8,,0,,0,,0,200,750
T6_HEAD_CLOTH_SET1,T6_CLOTH,8,,0,,0,,0,400,1313
T7_HEAD_CLOTH_SET1,T7_CLOTH,8,,0,,0,,0,800,2298
T8_HEAD_CLOTH_SET1,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_ARMOR_CLOTH_SET1,T4_CLOTH,16,,0,,0,,0,100,858
T5_ARMOR_CLOTH_SET1,T5_CLOTH,16,,0,,0,,0,200,1501
T6_ARMOR_CLOTH_SET1,T6_CLOTH,16,,0,,0,,0,400,2626
T7_ARMOR_CLOTH_SET1,T7_CLOTH,16,,0,,0,,0,800,4596
T8_ARMOR_CLOTH_SET1,T8_CLOTH,16,,0,,0,,0,1600,8042
T4_SHOES_CLOTH_SET1,T4_CLOTH,8,,0,,0,,0,100,429
T5_SHOES_CLOTH_SET1,T5_CLOTH,8,,0,,0,,0,200,750
T6_SHOES_CLOTH_SET1,T6_CLOTH,8,,0,,0,,0,400,1313
T7_SHOES_CLOTH_SET1,T7_CLOTH,8,,0,,0,,0,800,2298
T8_SHOES_CLOTH_SET1,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_HEAD_CLOTH_SET2,T4_CLOTH,8,,0,,0,,0,100,429
T5_HEAD_CLOTH_SET2,T5_CLOTH,8,,0,,0,,0,200,750
T6_HEAD_CLOTH_SET2,T6_CLOTH,8,,0,,0,,0,400,1313
T7_HEAD_CLOTH_SET2,T7_CLOTH,8,,0,,0,,0,800,2298
T8_HEAD_CLOTH_SET2,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_ARMOR_CLOTH_SET2,T4_CLOTH,16,,0,,0,,0,100,858
T5_ARMOR_CLOTH_SET2,T5_CLOTH,16,,0,,0,,0,200,1501
T6_ARMOR_CLOTH_SET2,T6_CLOTH,16,,0,,0,,0,400,2626
T7_ARMOR_CLOTH_SET2,T7_CLOTH,16,,0,,0,,0,800,4596
T8_ARMOR_CLOTH_SET2,T8_CLOTH,16,,0,,0,,0,1600,8042
T4_SHOES_CLOTH_SET2,T4_CLOTH,8,,0,,0,,0,100,429
T5_SHOES_CLOTH_SET2,T5_CLOTH,8,,0,,0,,0,200,750
T6_SHOES_CLOTH_SET2,T6_CLOTH,8,,0,,0,,0,400,1313
T7_SHOES_CLOTH_SET2,T7_CLOTH,8,,0,,0,,0,800,2298
T8_SHOES_CLOTH_SET2,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_HEAD_CLOTH_SET3,T4_CLOTH,8,,0,,0,,0,100,429
T5_HEAD_CLOTH_SET3,T5_CLOTH,8,,0,,0,,0,200,750
T6_HEAD_CLOTH_SET3,T6_CLOTH,8,,0,,0,,0,400,1313
T7_HEAD_CLOTH_SET3,T7_CLOTH,8,,0,,0,,0,800,2298
T8_HEAD_CLOTH_SET3,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_ARMOR_CLOTH_SET3,T4_CLOTH,16,,0,,0,,0,100,858
T5_ARMOR_CLOTH_SET3,T5_CLOTH,16,,0,,0,,0,200,1501
T6_ARMOR_CLOTH_SET3,T6_CLOTH,16,,0,,0,,0,400,2626
T7_ARMOR_CLOTH_SET3,T7_CLOTH,16,,0,,0,,0,800,4596
T8_ARMOR_CLOTH_SET3,T8_CLOTH,16,,0,,0,,0,1600,8042
T4_SHOES_CLOTH_SET3,T4_CLOTH,8,,0,,0,,0,100,429
T5_SHOES_CLOTH_SET3,T5_CLOTH,8,,0,,0,,0,200,750
T6_SHOES_CLOTH_SET3,T6_CLOTH,8,,0,,0,,0,400,1313
T7_SHOES_CLOTH_SET3,T7_CLOTH,8,,0,,0,,0,800,2298
T8_SHOES_CLOTH_SET3,T8_CLOTH,8,,0,,0,,0,1600,4021
T4_HEAD_CLOTH_KEEPER,T4_CLOTH,8,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,429
T5_HEAD_CLOTH_KEEPER,T5_CLOTH,8,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,750
T6_HEAD_CLOTH_KEEPER,T6_CLOTH,8,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,1313
T7_HEAD_CLOTH_KEEPER,T7_CLOTH,8,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,2298
T8_HEAD_CLOTH_KEEPER,T8_CLOTH,8,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,4021
T4_ARMOR_CLOTH_KEEPER,T4_CLOTH,16,T4_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,100,858
T5_ARMOR_CLOTH_KEEPER,T5_CLOTH,16,T5_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,200,1501
T6_ARMOR_CLOTH_KEEPER,T6_CLOTH,16,T6_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,400,2626
T7_ARMOR_CLOTH_KEEPER,T7_CLOTH,16,T7_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,800,4596
T8_ARMOR_CLOTH_KEEPER,T8_CLOTH,16,T8_ARTEFACT_TOKEN_FAVOR_1,1,,0,,0,1600,8042
